,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
19779878,Grenade,Mmus,1.0,357997.2,497663.1,MIRAMAR,2U4GBNA0Ymn2Mz1pcRHQdctDxpBreqVaOeW6M3HbC5jytOPdb9OnOXCWQZ3ga_wC,1884,Twospoons007,2.0,360755.4,495728.8
19786347,M416,sfafdfdafasfa,1.0,169715.1,450171.3,MIRAMAR,2U4GBNA0Yml7wVmGjYGm5CcIYSFnSrkcqMWdMkMh-zIyr0ViHgikVLVONeAIw-SQ,1894,GodVan1006,2.0,169969.3,449035.9
19792302,SCAR-L,HuckCG,1.0,648193.9,387196.7,MIRAMAR,2U4GBNA0YmlWUxxcMh746hPqMJ-8HgROyXRLHd4JnWkFn1wNN-4MvQxCf4ePt2il,1930,RunningLeeee,2.0,646639.3,385035.3
19795354,Kar98k,zdjccc,1.0,438588.5,296906.5,MIRAMAR,2U4GBNA0Ymlvlsyvqyf3wBn0s-qzYPJFSzUojKPk33s_-dO7GojIpEtnYexN20Hr,1885,GrapeSoda233,2.0,435262.8,289577.7
19796263,M416,174315044,1.0,596582.4,475636.7,MIRAMAR,2U4GBNA0Ymmz2hzDKHIm1-7dDZ1UYwHvcZnWVetjf4XXS1p8xUw3uzadmbpfWTjQ,1754,Shadow-0,2.0,609718.1,467691.6
19796764,SCAR-L,tan6173,1.0,541516.8,355237.8,MIRAMAR,2U4GBNA0YmkzC4irk1M10y8fHSFKJEkpevQVLNoF1b3Ku45abOyEVKn2ljBZw5DA,1867,JD66666666,2.0,534111.6,355277.4
19798043,M416,little_YinZei,1.0,391426.8,161077.4,MIRAMAR,2U4GBNA0YmkxQLuDsXIx0XttDOhQnuZTEAeDd9mjeSwMv0GwXb9LPBquA1VcNGCZ,1873,HBIFUW2,2.0,395458.1,161636.6
19799589,M16A4,TNK-Lixiaochun,1.0,589652.1,359821.9,MIRAMAR,2U4GBNA0YmnsMGKf4jwsg8n2kK9KzedpRnaaLnLU-x5UsPXt-h2xMdUv7s84SSfR,1732,kunsex,2.0,587389.3,360315.6
19801499,SCAR-L,Zgx99,1.0,570583.9,523908.2,MIRAMAR,2U4GBNA0Ymm3qe8y0DfcdAMeZdZd_xklfXF3L5JQlrmPXzt9wmAsOY-wDqQAJNF3,1860,c0lorZ,2.0,565135.4,525365.1
19801997,Mini 14,Dahouse,1.0,251601.8,376041.6,MIRAMAR,2U4GBNA0YmkkqaWCS-sO_ndu5PMp4wazHD8CaK7wlaAJnK3ccz157q2bCRmCPe2J,1717,azrael_114,2.0,229040.9,386164.7
19803119,AWM,KING1919,1.0,341308.0,186788.9,MIRAMAR,2U4GBNA0Ymkj5FTDYCAQYAaWWn3QBhFUuHo5GkCtJt7soZJHf7JMXA3TnAvyJrpg,1876,wuduoduo,2.0,343596.1,193434.7
19806324,M416,WENYANJIU,1.0,356927.6,163158.9,MIRAMAR,2U4GBNA0Ymm-__GVcTDq0Fg5OHLbUn6ksk5JrXOy9sP3XWrUEPByIen3-vV7oMVN,1860,Lvxinnnnn,2.0,356334.3,162297.7
19811036,Mini 14,woqunimagexx,1.0,423883.3,224838.3,MIRAMAR,2U4GBNA0YmlOT-FkEQa1djVRdK2udvFj3mjJj2fC-5PmiTSyTAKgaTvIp_yQHRA7,1875,A-1998,2.0,419376.8,218640.8
19817357,M24,Griffin_Man,1.0,354238.6,231321.4,MIRAMAR,2U4GBNA0Ymm_XiqE9R2ueC0OTUdK71bdH893lqkKkkfXR-6soxqnDXzfYbNInUdZ,1643,Jutter46,2.0,332239.7,249645.7
19817944,M416,HowYouLuvDat,1.0,264666.9,542212.9,MIRAMAR,2U4GBNA0YmlHqzLMDdxliDnZOZZ4j_rySbCm9XpY2WEX80vyY5K-nbJIXpgPEm6q,2147,ba00by,2.0,261489.7,542876.2
19818166,M416,ThunderPixel,1.0,130944.5,418206.9,MIRAMAR,2U4GBNA0YmlBIHkTRMuuIEF8QfFeyqMWNBWab58cdajw1jW_HQjWGzs8T7TqohpI,1864,bobsaggoteru69,2.0,126760.3,416279.9
19819812,M16A4,RNG-1996,1.0,585395.9,667206.1,MIRAMAR,2U4GBNA0YmmHh_dlZw_nXrGcHE-OUbZS_u8I_yJB5ULs2bLnG3-X2cDuOUSZooh0,1871,SMS-FY,2.0,582095.4,669896.7
19821959,SCAR-L,Painnnn,1.0,488318.9,252576.5,MIRAMAR,2U4GBNA0YmkkHUhDGX4u2TdJCCBuHzFEO6XnPRjD2JxeWY-Citg4PO1cFszXAb8t,1971,JHlook,2.0,485469.7,251620.6
19822044,M16A4,Guerrerro-,1.0,565454.4,584631.4,MIRAMAR,2U4GBNA0Ymliozh4prmicYwkzk8FI5qwGe3cz2X3X9j3y1Sa2XGTly3UOQzhDlgy,1723,Henry-Kai,2.0,577491.4,579981.2
19828292,Kar98k,SnowXwolf,1.0,194627.8,507136.2,MIRAMAR,2U4GBNA0Ymlz_-AOyqzAmBb6YCi6h4h7E4SVShz1M3XUY3av2rqK73sZTnpR68HW,1816,juxatope,2.0,186081.5,497559.7
19829999,AKM,BenzobaQ,1.0,524509.9,308082.5,MIRAMAR,2U4GBNA0YmltAYorQZThppxcYunJbpsBOHxF0KYBLSMypOzDWSKDoDTzdmUJY4Qt,1931,Longyb,2.0,525008.2,312554.0
19838707,M416,Pavlo_Ls,1.0,505185.3,465519.7,MIRAMAR,2U4GBNA0YmnEmCz-REDokt_MmEbZm9td4FZy1nKq8sJ_EJcNUVoZQdSu3NRn6_FB,1865,GhoulsZCWL,2.0,503050.6,470386.6
19839925,AKM,ArivnCarry,1.0,591318.4,484115.4,MIRAMAR,2U4GBNA0YmkQ46TQb7vpeftDMtmNXOWHcWKYt2GKuAtpsbaNB_Q3PC5qmG9xqaL1,1878,canjinkongkong,2.0,589258.8,488530.0
19840305,SCAR-L,ChineseregL,1.0,553368.3,284593.1,MIRAMAR,2U4GBNA0YmkpODmq6uKihna-L-pWnJjG_iCVfLlQKg6F6a_A2zSZS_iWxrBWFBgZ,1794,clouldstark,2.0,556431.8,290960.2
19842799,M416,Ababa2,1.0,373523.6,221201.8,MIRAMAR,2U4GBNA0Ymm8KyPuvzck_2qdaciJAaRFGO_foV8vHAjA-LKOobxOV5PJwmx13Xea,1878,dirtypapa0312,2.0,372854.3,224230.2
19843251,SKS,Teddy_King,1.0,194774.8,661910.3,MIRAMAR,2U4GBNA0Ymk3Lap96MBOYKVijrQ1E1GONM_98C35ykQ7q1ScohRziEOf2iEf5sde,1807,DouyuTV-3765973,2.0,193589.2,656955.3
19844374,AUG,apicon,1.0,473995.2,513727.4,MIRAMAR,2U4GBNA0Ymlttk8_pW7FLbsRr6Bk9MR9tofbo3IJlI21D8YrrRK_tCzfpDFweKpN,1941,IcemanXL,2.0,474042.6,514914.2
19847944,M16A4,zero98471,1.0,563162.6,405336.5,MIRAMAR,2U4GBNA0YmlXlekkFmqXLE4mXyQ1rhGG0p-bLZJnG-D5_9YlibuY8ZDTgH3Z0rdz,1881,aishangninainai,2.0,559281.4,411768.5
19848346,M416,panda856344,1.0,688862.4,422003.8,MIRAMAR,2U4GBNA0YmkNTINJ0tTuxZxYUsFn761WGSv7YK0zXMCJX5YfDg5cplL7TYF-EVGk,1927,Q_Qvn_559890980,2.0,685869.8,421752.2
19856271,M416,TonyOIOI,1.0,493372.9,364391.3,MIRAMAR,2U4GBNA0YmnGo7C1RVk2ttLxxkqZZxRa4aY0Y810GUknTs6M9toCv8qkNhljztlU,1867,dd-307,2.0,496285.9,370229.3
19856786,M416,521-east,1.0,587753.3,377262.3,MIRAMAR,2U4GBNA0YmkJ4JE-10uUaW08J-YyBOXDut_oxZamfDvLMIAxLQ9MTuNr0MJ_cKaP,1712,DeeTee79,2.0,582759.4,376338.1
19857814,M416,MaskBEN,1.0,422471.8,414650.2,MIRAMAR,2U4GBNA0Yml_Pm7ogX5kyX7tDN__kiF_XJmSsVsKxbCraDtMmSuy7r3USOD9A0wo,1898,libilljie,2.0,425422.9,412004.9
19859239,Groza,Cgy-2tap,1.0,519189.8,629386.4,MIRAMAR,2U4GBNA0YmkZqH6hvB4IMtyDbJ2rcCcJ9WdUdaabEaoaWgsUT0MFBzzLW8g8x11J,1824,bennis1,2.0,519285.1,630179.9
19863040,SCAR-L,zhangbabaaha,1.0,304431.7,268880.2,MIRAMAR,2U4GBNA0YmnLE69gaTr9UhuLcszDzNRvyXLYPYGMQWCPiX1RP6FReBkr7Nw3mAFn,1951,AAAAA1234,2.0,303369.6,268507.2
19863379,M416,19970101,1.0,526150.8,487515.6,MIRAMAR,2U4GBNA0YmkcveWCkL2vgEteNFDE_wGFYUc5IkUSAc6aKk6vRbEi84dPeZzouoFh,1729,kz00724,2.0,526279.8,485776.1
19865105,SCAR-L,hxy660,1.0,334804.4,416412.9,MIRAMAR,2U4GBNA0YmlTzkhJE1BgphNsey4ZueH4ZWSfwRXJ-L69m70BJNcjQUB9RjF4Tuo3,1911,JuYou6,2.0,335511.9,416540.3
19866930,M16A4,HAtchet1,1.0,399391.6,572940.9,MIRAMAR,2U4GBNA0YmlTxFG64L93JqVcftule0ljUbo0Tr59IEs5iQhGAII0C7eK-clPSFEv,1765,1064097922,2.0,403745.9,577401.6
19867797,M16A4,garincho,1.0,572811.3,311395.1,MIRAMAR,2U4GBNA0Ymm_vi3grjfihyYcPhJXjqRhCtf7OK7-y06ElbNKCFU_qKObc6dWZyOO,1995,wegfusgvbf,2.0,574082.7,310234.9
19870016,Grenade,haochen94,1.0,562477.4,579888.9,MIRAMAR,2U4GBNA0Ymk_uZBhBydKbcxB0_DBmnDA82bdHlv700TrgXBmRY61Pgl43whydKLb,1787,RealRockyx,2.0,565598.8,585238.9
19871188,Mini 14,TheKingggi,1.0,371323.5,588026.1,MIRAMAR,2U4GBNA0YmkF73goncx8rKom_bHcKOqXlvqt5SjZ4uGamri6RaSMHUMzf2tM4NKR,1839,morecxx,2.0,375740.9,593581.4
19872991,SCAR-L,ASgouwang,1.0,379520.0,370592.4,MIRAMAR,2U4GBNA0YmkfOlYD8I1-SVR6u_UF8FTlKoS58hRbKkwAgYMxSZtTz7hXnVlSWkL9,1991,xman078,2.0,379448.5,371093.1
19873658,M416,GejunGejun,1.0,274325.6,501059.3,MIRAMAR,2U4GBNA0YmmpFboiWP1tLtxL0H_kXt8tMwtivdi3KAY__H0pcP2yMVpVdmBlh0iw,1873,v_Padre_v,2.0,273694.0,501933.5
19874458,M416,ds-shang-niu,1.0,599306.4,252259.2,MIRAMAR,2U4GBNA0Ymm13u43LrJs3Ix64FmZME1DZAtMhLZfDaPMPWU4vPp-2qGY12aete9h,1735,YHTTO,2.0,594675.6,254815.1
19878548,M416,jzy888888,1.0,487863.3,341008.7,MIRAMAR,2U4GBNA0YmnZv4txROqyt_KoZ9DXIriHg2p8rNngXeOLWsTARrRomMAOFtFzUkjm,1763,Darthgamer96,2.0,490842.5,340578.1
19883006,AKM,ChoThueGame_088,1.0,676237.1,293026.4,MIRAMAR,2U4GBNA0YmlgK_dsXGIwwqof5agN7Feg2rE_4VOQL2TYOkvJjofx60GQcPU5cNGj,1965,ls-88,2.0,676033.2,293486.9
19884140,SCAR-L,LookAtThePanda,1.0,269782.1,474458.2,MIRAMAR,2U4GBNA0YmnI5c3t7Fsajzzcvl27u-ctcTpDtPBLzi2fvALP17762czfViAPdEIn,1863,BALL-SO_HARD,2.0,275289.8,475192.5
19884226,SCAR-L,PrinceLumpy,1.0,668611.6,283367.4,MIRAMAR,2U4GBNA0YmlHrjXXkyNNynVjoUjYeA-udg7Bu7dcQ7sy5lsWQeGEkDk7M0CxVosP,1931,dontfightme,2.0,667591.8,283961.6
19885508,SCAR-L,SongFourteen,1.0,324393.3,523132.9,MIRAMAR,2U4GBNA0Ymm4CJd_grCS3wy6d5iXmxE4duTvdtO7QSzPOy1E3IKEZxxmWC-BI2Md,1949,lz-shinong,2.0,324992.6,525288.4
19888382,M416,lrlz01,1.0,405502.7,452479.3,MIRAMAR,2U4GBNA0YmkVULlrnBYjKKUcEsRMSX-gvRLlfqyvpT4ODl1Li_zK8rpeUFGGalOJ,1863,JaySssun,2.0,407536.2,448956.9
19890594,SCAR-L,CatyaZzzz,1.0,493632.6,337709.9,MIRAMAR,2U4GBNA0YmnlyHj0tVPwvD-zmAnRfLcm9glbXtCLwiiP6HOSYI5WF2l6Qp1Flb2G,1859,STL-Ying,2.0,491815.7,341099.1
19891167,M416,pingge31,1.0,394078.7,315084.4,MIRAMAR,2U4GBNA0YmnhYCQSnWO0pMn2v7FSaLtFQ9AH_7xW6Ia7ZgPwCu1UkJfJg7_DsKxe,2000,XIAOZHANGGGGG,2.0,395567.2,313277.2
19894703,M416,Adora,1.0,424816.2,504749.4,MIRAMAR,2U4GBNA0Ymm_m-xav2f0lgDLbQjsOL5GUO5PagaUCc3GVo3ibqJKtPfF4fLukiu6,1868,Papaleguas_TX,2.0,425757.6,508351.3
19894872,AKM,Stumpy333,1.0,312225.8,490873.3,MIRAMAR,2U4GBNA0Ymk0HabKTFZpcaHveOXxpR66pubeEieilssqf-FS4wyL6Sh4GunFdJ7k,1769,fuuuuuukwtn,2.0,313303.3,489946.4
19895537,SCAR-L,itz_youngen,1.0,408685.2,572993.0,MIRAMAR,2U4GBNA0YmlrAqdHIIfdB-spSVisTxHodg5P__jxhrTJ_Qhi1Em2Nu8L4zHowHo-,1950,lsr9317,2.0,412936.7,575038.4
19899780,AUG,SkrotN,1.0,319353.8,543624.9,MIRAMAR,2U4GBNA0Ymn7eCh2dg-ARAX1SI9jz8Y3tZP6yHlBIAICMEr1ayKjY4VNtYrqcbbr,1957,diesel2,2.0,319896.0,546557.5
19902416,Grenade,Scorpia-SK,1.0,145173.5,276536.1,MIRAMAR,2U4GBNA0Yml0YcGHfCgHdLANwH7VhuPXR9Kpai_is4b2lBMGkdyfv5JZNJRHhw8l,1984,liyanlin88,2.0,145984.4,277181.3
19906749,M416,jiajun9025,1.0,258807.0,491373.8,MIRAMAR,2U4GBNA0Ymm-0cWxAW8ntNWVDJpIZxHXvv2mNxa_x7vQFfdVxM936k9JEDgJWQq4,1786,plszhangw587,2.0,251686.4,487891.6
19908186,M416,Pajeckzso,1.0,512550.9,625483.3,MIRAMAR,2U4GBNA0YmmHHtBwvtGM3nsbWZl5hPBLvfS2cDnWtM5rJVPYdzinhvClAaRxmVx_,1818,EdgyLife4Ever,2.0,519884.2,628282.1
19910253,AKM,SkyOfHeaven,1.0,414904.3,553032.8,MIRAMAR,2U4GBNA0YmmCe2Eg1sbT4GDidla8VDsx0f_LtZOT8KsRa7yRfZQN5jxbVXdqcB6R,1959,CombatWombat22,2.0,419198.8,554091.4
19910344,AKM,DatuHabaratbu,1.0,482458.5,284714.9,MIRAMAR,2U4GBNA0YmlYQm1hMZfR8IF0cfgCje02GXMiAD9zO5kaVCrRYmtVV1FsgOWtPvtx,1964,Trazodone,2.0,483303.2,283000.6
19911659,SCAR-L,Wingcraftian,1.0,519794.0,550934.4,MIRAMAR,2U4GBNA0YmlXoZuopKDltCzuEljvSlDlnezimAZmXNpAaIYr5vXpmbWC0gV6iThq,1865,DOMMAZZ,2.0,521673.0,552810.8
19911856,Groza,WY0922,1.0,571974.3,611024.9,MIRAMAR,2U4GBNA0YmlvSaMUNSyLJygnst9GWuwesTcyKL7WYYLzgBtpALOC4sotKsdpbwDm,1808,Loco-De-Moco,2.0,570425.4,612818.9
19925339,M416,rrdxka,1.0,321312.6,265659.1,MIRAMAR,2U4GBNA0YmnxY4L9a3r592WOU-7x43L6qM5k4BTzQNEzzlE6E9u6WJa74WAv6gUr,1818,SMRMB,2.0,324808.5,263867.1
19926060,AUG,WCNM995,1.0,275329.3,324820.4,MIRAMAR,2U4GBNA0Ymk22oFrsg4VMHpGYabIBnadNhPpV4tg5qhho9UTzYAGd--DKv-O1ewk,1808,Aircz,2.0,279192.2,320696.9
19928668,SCAR-L,gudek,1.0,326738.8,626424.6,MIRAMAR,2U4GBNA0Ymlk4OejiNalGZhDoiHXrmtu69N7yOYp7FCDPLWzXiPZX_Vyzh2OVALH,2084,xAMERICANMANx,2.0,325522.3,625689.5
19938963,M16A4,dijiudangpu,1.0,374566.0,101121.7,MIRAMAR,2U4GBNA0Ymmv85FoSqqvEyScn4k-BCQ0uP-n2F9R2xVJJv-Ldktrh1z3hWM5XaQU,1874,Say-2,2.0,372745.8,96531.38
19939410,M416,FJP121,1.0,227142.8,443655.3,MIRAMAR,2U4GBNA0Ymlc39EmvXn1N2MAwxtWG1TYTh-UGscssrAUekTflCU2sfCzYOGvrWPy,1814,XZC00001,2.0,230940.7,442730.5
19939629,AUG,nightwalker11,1.0,471896.9,356538.5,MIRAMAR,2U4GBNA0YmmbmwLZixnmmE6tKWK18lzBlyFHJwkmrXYvbSqlvO4bkvikx5OtJ17l,2067,hujiabin1991,2.0,471939.6,357881.7
19940129,M416,ysxl999,1.0,425112.6,468026.2,MIRAMAR,2U4GBNA0YmkVSfBAa345WCCACXSdWDgpHneGFSs-ygjd67nxcOso1FJdMU1nhZAi,1903,Xablle,2.0,427330.1,466946.4
19943920,M416,Johnny-D,1.0,525908.7,353235.1,MIRAMAR,2U4GBNA0Ymkh2Ml3_k8mCIcs9R9Tmz64xm4BYjnr_QLqQISRX4yAAuZI0zz4j78s,2078,MINERICO,2.0,527181.5,353797.7
19947580,Grenade,Msl_Tt,1.0,426567.6,542307.7,MIRAMAR,2U4GBNA0YmlRPyxlDxFZpo4CVjuX374rrG8_G209da5DkX2DifiMpIeGSTxvhh2p,1912,Helen_Keller604,2.0,429330.0,539515.1
19949578,M416,HexYoo,1.0,619127.9,391415.3,MIRAMAR,2U4GBNA0YmkH3rQrvzdzx3qQuz_sxtu5qideSKNQeXvhLZSW9qZ81djUa1cmM9ZM,1888,JLli1998,2.0,621667.8,393780.6
19949733,Kar98k,Poisonfirest,1.0,327059.8,581424.1,MIRAMAR,2U4GBNA0Ymn-VxwhlUPE-y19zWRut6_PPWeKAqzHKv_hRe0wyJ8Xc-tVavpRKQe9,1847,Weeping-Mushroom,2.0,322300.2,586919.5
19954448,Mini 14,KANGyt,1.0,610680.4,367209.9,MIRAMAR,2U4GBNA0YmnKNzdkOc3CZawbJ9d5MioeV2EIOaIiJKLSYvQvZYVoEvi3BYGiKEbp,1817,tettu,2.0,601328.1,371568.2
19955718,M416,mombooooooom,1.0,469839.6,168104.5,MIRAMAR,2U4GBNA0Ymm1PmZT79lYGC7wwZM7spO1dk4JzDIj60PUEMf1St66g9Mv0-8u0Op_,1881,Elgin-,2.0,470321.2,166195.6
19958113,M416,ZG0429,1.0,607252.1,539379.9,MIRAMAR,2U4GBNA0Ymm-cv_k1WFds7k6OtYx2InZP9S49mo_2HHDqX7Qfqfa5H9AU2-utWju,1793,ISI5GoatFckr,2.0,607372.4,542009.1
19963219,M16A4,douyu-88438,1.0,294044.8,306931.9,MIRAMAR,2U4GBNA0YmnUlFdEGNUmwpKEp1HzObzDSAj6esQwUYGnsHJv7Lc37IYEA6EzEWTW,1839,DavidYuNano,2.0,289745.8,306650.2
19967335,M416,Hubaba-0997,1.0,542074.6,235424.1,MIRAMAR,2U4GBNA0Ymm8NKrq7RF-LJ_EVSasrfg8YdOK1gp2N_KpfPUbkWy76-6yz-0bGQTi,1862,lj2015zfx,2.0,542223.6,234820.0
19971590,Groza,ZCisMars,1.0,272920.4,359340.0,MIRAMAR,2U4GBNA0YmnSm9fX5qLtJl8sz1rnlOqADkTqa-AhqAnf-Bo4sNp0OhigyCXSsl6b,1872,RonDabs,2.0,273534.9,360824.0
19972077,M416,moonchickenking,1.0,260826.1,373334.3,MIRAMAR,2U4GBNA0YmmzkLfGgE4Wv7eCt2s6QSIf2X96uxO80rBzFhwe7NCWItGnLrDE7kCC,1885,s1d2w3,2.0,259932.0,373662.8
19975281,M24,yenilm3z_,1.0,302884.6,390480.1,MIRAMAR,2U4GBNA0YmkgoBvt4VxKwHUxib_aTixrT6TnLd-sNzYSU-_9H00Gjg9mLQg87VZL,1848,Yangzaiiii,2.0,292383.2,393754.0
19976916,Kar98k,MigoSxQuavO,1.0,282146.8,188669.7,MIRAMAR,2U4GBNA0YmndQ7kbMZsEGq2M1vgv11g1jYSenQXRo6LNFsDnqc1EWyRTmewRR8QI,1863,Yellow2real,2.0,275638.8,185627.9
19978608,M249,veiveicat,1.0,373273.0,401382.0,MIRAMAR,2U4GBNA0YmlgjlPrt0kVDYVgWtEtuL515Q3Ht9N1XpPAkUwwhLVjaEAP_UmWCyj1,1923,chenmingxue,2.0,372810.9,400899.2
19979409,M416,Lantheman,1.0,576065.7,452542.5,MIRAMAR,2U4GBNA0Ymk3XxsgCDargKVkVYjLkF43YV31Y0j2PgOMwliI-YU9qn0Sj_xYw90M,1921,Coco--L,2.0,576395.1,452628.5
19980680,M16A4,AmericanGreek,1.0,402711.1,552503.0,MIRAMAR,2U4GBNA0YmkJYX92LnE_YUX6h-go5GRQqfCaj086B9iFnn_bxHFloUjcaneM8IhK,1895,GCL709023177,2.0,403430.8,551424.6
19991198,AKM,WaiG-10100166,1.0,486721.5,199209.2,MIRAMAR,2U4GBNA0YmmLIW4mIE1aVY_K6acoH65OLtGigU5YUJL_ES2mm8v4zTTal1vbS-Vn,1797,China_9-5-2-7,2.0,488435.9,199689.5
19991633,M16A4,bad_handle,1.0,438978.9,394354.3,MIRAMAR,2U4GBNA0Ymmpz6upjGhaeKFnx8LjNok0NUU-JgdEHYN9fozWoizOQtvv_lD4JWT9,1767,NuT42069,2.0,442763.4,409283.9
19992693,M416,WoJiaoSheHuiLin,1.0,587877.6,416089.6,MIRAMAR,2U4GBNA0YmkZneGkky5u80bqjGc7zMrHOeEMAWfr3yU7bOsTNgNobzNkkh0VAtnV,1752,hamhands,2.0,582130.3,428192.9
19993828,Kar98k,SkingH,1.0,645601.9,211291.2,MIRAMAR,2U4GBNA0YmmV0-eOpJHRO7OM-OrsAefxSc2QF45KmZ2k-iy-KXYyIKZObGg9qQft,1673,MmP_Xiao7,2.0,659087.0,211468.0
20007543,M16A4,jumphigher,1.0,319741.2,208065.8,MIRAMAR,2U4GBNA0YmmIDJn_JKc13ciJjbd0OCBnYBLXBC7A2hgtkX7e3sEZF5_A63xpMesH,1744,D1andy1,2.0,325531.8,196301.7
20015404,AUG,Whatever99,1.0,313492.2,482740.2,MIRAMAR,2U4GBNA0YmkdKFmdw7mVljCn9xEicjh8luTnnZWClBrgijNE2ogDS97yjMNKx3V6,1669,mingLjie,2.0,314020.0,471913.3
20015885,AWM,GANSHANA,1.0,213234.6,550051.6,MIRAMAR,2U4GBNA0YmlMigF6FxmtREIt4PNqW3y_Hp8jwE_eM8Dv2r4nLSSXWAH8kw-gK41d,1785,tiantianxihuanni,2.0,224094.7,547132.7
20017671,Kar98k,Velvetzebra,1.0,396663.5,312165.7,MIRAMAR,2U4GBNA0Ymn2vhjlYwA-CRQcqpLDQRCS2e-jaju5W9qCwwsKvwyQu75yS75KaH52,1925,GGCHULI,2.0,399991.9,311525.8
20022682,AKM,NightH_unter,1.0,682873.5,473721.2,MIRAMAR,2U4GBNA0YmlJAToii_c-z1mdisYkcSSYKWLBGVyb8gdX2ccQUZ53dmASSO06ogjK,1769,MD-Stig,2.0,675778.6,474811.1
20029979,M416,Domeallday,1.0,577788.9,578211.4,MIRAMAR,2U4GBNA0Ymn8380aljylFonxUZwXJ9M_HS_n-zYsSLAKc9hWmIluOQGCz89Np2F1,1847,mcl999,2.0,576126.8,578806.4
20030368,M416,huangqian1,1.0,565529.3,517164.9,MIRAMAR,2U4GBNA0YmlvpaH-hybSbF4vV1hQ02SIIx86ZKzXlXk7G2CGnHN4anucCPoEwP0n,1970,GouchTaintChode,2.0,567982.4,518507.2
20032972,SCAR-L,chang-he-he,1.0,346145.5,339501.9,MIRAMAR,2U4GBNA0YmlgZzg2s_Xattv0eFTQm-pJmGWqK9T4qnoy7qZuPWzdyWFmEK5ChcmN,1951,ByZi,2.0,347156.4,338132.1
20035126,M416,aasz666,1.0,665765.5,396740.6,MIRAMAR,2U4GBNA0Ymk7-ymEMdASdXZDYgQ3IAfXkHuka5l5WsS0btc1xJc72x6kAxe5iWqo,1851,wazj123WAZJ,2.0,660114.9,395115.3
20037509,M416,MHDPJZ,1.0,397103.3,204120.8,MIRAMAR,2U4GBNA0YmlnTAQUZNpB1sdw2ARAsZ7mStEfnPYTl_L7IaWj_V9OCV0z1XM5X0zX,1824,PilotLI,2.0,398966.3,205766.4
20037534,AUG,AJMXJF003,1.0,263634.1,676158.4,MIRAMAR,2U4GBNA0Ymn7lWsvaAGVaM1vHhCb5I_mQggnpPVfqPIp-WKzSJngAx7soxDorizc,1900,rrr_rr,2.0,267841.8,675555.2
20042655,SCAR-L,ferrariTeone,1.0,623347.9,266572.4,MIRAMAR,2U4GBNA0Ymlzth-JJhCBuoQ-fmdW6a0gDQ0DOZof7qk1a3UTHg5mhUtkqC5WK3eN,1956,Vexxxy3,2.0,620694.2,266000.2
20042914,M416,xXxXaoJJ,1.0,355039.6,356424.2,MIRAMAR,2U4GBNA0Ymky5YHLMkfeYkKbAt8KMc1AP7x9VbDItFbAKYIH_Arhj1qHGvbJVYLf,1841,jkshang,2.0,359396.0,356889.8
20044041,SKS,Callositymb,1.0,427178.4,177220.1,MIRAMAR,2U4GBNA0YmlKFROp6mBqL86T_cdKtTuTua47g--n4pR5GpXEXO9p60sl5ntIGH5N,1941,KimYooShin,2.0,420506.7,178622.1
20048011,AKM,BonelessRice,1.0,315462.8,254914.8,MIRAMAR,2U4GBNA0Ymnae2LMLupBH4MKDGK2XHDDvKXc66qplY8Pjv53yqeKs1drhDI8xOQK,1927,CrazyMtotheG,2.0,316244.2,257188.5
20049568,M416,Tang199737,1.0,553951.3,304044.5,MIRAMAR,2U4GBNA0YmmE3QrAlihcwfF3bMGEbg73M-W4QWdYbuE4h1qwIpL0OEeo0q7LfXwT,1924,HouseMaster1,2.0,556855.9,303651.5
20050210,M416,mingzazhenanqi,1.0,379072.3,286331.5,MIRAMAR,2U4GBNA0YmlRGJitpjT28QZKqX1u_EmGRFsircKu1tTE6idFjOIAxKs-wB31jKPT,2031,Godikc,2.0,377779.9,285820.5
20051737,AWM,Arman331,1.0,574298.7,207163.5,MIRAMAR,2U4GBNA0Ymk_bBZLOcnbJfAoNmzy1ZugksUicnXMtxvvRJ-pCPgGQBGYZPchFP9q,1837,iinadaze,2.0,579689.0,194927.1
20052876,M416,Nemerov,1.0,255641.5,365971.6,MIRAMAR,2U4GBNA0YmnDdco04iL1A-YHOkFN28NW8iEab6gflswbpEldPq2Wsa3VV83T1y18,1832,pigmaster918,2.0,256477.8,364146.3
20053019,SKS,#unknown,1.0,380123.2,343794.5,MIRAMAR,2U4GBNA0Ymm9-IYSjy0_46v4WyLL_ClOtrOmIhdV2BGOozdPIhHqvn_948v6pL_F,1884,Zjr888999,2.0,377390.3,338933.3
20053537,M416,chagres,1.0,384720.9,599452.4,MIRAMAR,2U4GBNA0YmmM-BXrv_gVtEErUimDkVwSE173S61U5gPxc48bPkQ2O7HqHlezPB-b,2050,DarlingDLDL,2.0,384805.8,599598.6
20056669,SCAR-L,MZMBABA,1.0,501964.0,355224.8,MIRAMAR,2U4GBNA0YmnjL20ldkmEElUzhNxqob0dyEkPdl6chmqVMHRb3PYkdxMFHfLC--yf,1880,xSewyoux,2.0,504801.4,353257.8
20056972,SCAR-L,cluogogogo,1.0,383442.2,320312.9,MIRAMAR,2U4GBNA0Ymmi7GzZ42eC1BKyW2Xu-ZaFYY-BGWpXAVu2UKRYeLMR2-05hw1YPFr3,1923,BleuShroomz,2.0,385871.3,326166.3
