,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
249220,AKM,Qun-329710541-FZ,1.0,450499.0,546285.3,MIRAMAR,2U4GBNA0Ymlj97SYk0q3Y7nyILBzvplqX2BFSzvnIbPxoObZdZ5wd6SNg-zxD6So,1877,Js_Ren,2.0,450056.3,546073.3
251591,Groza,AV-72,1.0,239935.4,343904.3,MIRAMAR,2U4GBNA0YmniB79RThJd9iBsivqtWdSwNAAD_Gmn9OUn-ihG0EWV8wErEUKZ7Kin,1752,#unknown,2.0,241235.4,336591.6
253247,M416,XG206,1.0,560505.0,502258.1,MIRAMAR,2U4GBNA0Ymnp3ySu6Ksb6UEjN6IIccmiLQlpEL9zzA07IeIk9QUFTcaWY810NZFq,1948,zyx319,2.0,561023.1,502287.4
254285,M416,Ly_poison,1.0,415519.1,495866.6,MIRAMAR,2U4GBNA0YmnK9BPCiZMKApC9N-PhkH8pHqbUGRuc52HgbfyHq6rX7soHur-AJwqT,1873,ingtobopbop,2.0,418170.8,504783.1
254878,SCAR-L,LeoVince35,1.0,220086.1,585832.4,MIRAMAR,2U4GBNA0Ymk48IXMhjYA2DsxJqdLsGEkIJgEXA_A9GAY24DjrYIE01va7heKYfHo,1785,1223132456465,2.0,219068.7,588836.8
258756,M416,SF-98k520,1.0,367488.2,285470.8,MIRAMAR,2U4GBNA0YmmiHGBE3dH0GXVdIL9sKZu-lZiPyAgfdUgEvhlxXt_He3DeiwZHQ6TS,1995,Didiao-007,2.0,367784.5,284657.3
259465,AUG,naizixiangdangda,1.0,601082.2,634792.4,MIRAMAR,2U4GBNA0Ymn6Tag3jzvq8lxDRhdU3wmBZvwO7-c4d8UGVnpbGyaj8HbUyrgvlYY1,1964,Cyrus_wei,2.0,600904.6,635003.6
261128,M16A4,FrothySlider,1.0,220117.8,516998.8,MIRAMAR,2U4GBNA0YmlOT_gTYyHF78Jbft5SV92ScW3jyWvk3HDQTs9oJKBp1S7nIGo4Ft_g,2002,MasterRai,2.0,220215.2,517284.7
262128,M416,taizhou_biaoge,1.0,250712.4,568857.4,MIRAMAR,2U4GBNA0Ymk9CIiowFW_rpEAfSMW9-r4-mVjpl26Feq1X1lldvloweD2TyNPsRgK,1771,Huya_xiao-midi,2.0,250926.5,569691.7
266574,AUG,ChuCaod,1.0,272759.9,294548.8,MIRAMAR,2U4GBNA0Ymky685Cs31B59XpemaYkEaZyiOfRVWbFWmwPms4K8QXDxqYqHLGUvLa,1867,sny171024,2.0,271093.0,303944.0
267501,M416,Salmify,1.0,338185.8,641062.1,MIRAMAR,2U4GBNA0YmkTFl4BIhDPjWhCJIP1PfCU2RdNSH0AhvcO21GOvIsBR8XfXTvu6f38,1818,big_pen_is,2.0,342197.7,643458.1
271406,M416,BlindedxKill,1.0,364674.6,269883.0,MIRAMAR,2U4GBNA0Ymla4f0kHUqB86-4NCGwynYwl7-M_dpsb80ES3OZpaFT8B-nRVRBiEEt,2032,Snubbs-69,2.0,366589.4,270719.9
272897,SCAR-L,ngacn,1.0,403932.4,366890.9,MIRAMAR,2U4GBNA0Ymlmkeog3rdWNQJIhJ2JBlPpEQm_ELtzTfdCYyHPKoRLfsfa8Q9npur5,1959,hjh_2490,2.0,402584.6,366615.6
273685,Groza,McJack,1.0,178342.1,606954.6,MIRAMAR,2U4GBNA0Ymm5RgpArLXZ0ZW-irO_2GacC356fSIEzASfu0A8JjLDMQ6jgRI5-2tA,1961,Thordem,2.0,177308.9,609278.4
276123,AKM,Gguichaoshen,1.0,369359.0,452100.3,MIRAMAR,2U4GBNA0Ymk2zKs6PWfywDpZw67k5p-HrWxsBYFADtSnVOhaiaswtt67BXa1Ex_U,1800,daebink7,2.0,369532.9,453637.1
276689,M416,wanganniiii,1.0,209064.8,264145.4,MIRAMAR,2U4GBNA0YmkmduSg_8WTt23kTcFX_Pn8x26ZKi0_TydptpkqH3BGHQ2Dkxn8c6df,1912,Kessen,2.0,208391.3,264900.1
280859,SCAR-L,dongzhengguo,1.0,504471.6,550247.4,MIRAMAR,2U4GBNA0YmmTVzypB4VenkBBNs5Jdhdctd15ebltvx83CvwY0oiPenH6YrPcUbJU,1850,Nam_Yong1,2.0,504179.9,553122.7
281954,SCAR-L,CYL1207FFFK,1.0,510524.1,452645.0,MIRAMAR,2U4GBNA0YmlK6BKE2e07aJ0hfJ0AuEEjRlqQEMh1vwMiv3MYSnFRVmzPVWDimzwH,1944,LeRats,2.0,512637.5,452015.8
286546,SCAR-L,AlC0re,1.0,563892.1,395436.5,MIRAMAR,2U4GBNA0YmnKi_Yg_p-mCzdHtxmYhp_KZcReCQMzlClWQtkzEsQGqsrrZLrcer_F,1876,FuDeM0,2.0,569092.8,400782.3
290880,AKM,Way884247,1.0,299165.5,534135.3,MIRAMAR,2U4GBNA0YmlkjsPTXC2eykOwLcq1B2bgiDC1cXKURa4uGz-AUPvdeVorRNnxR5Q0,1956,cpf2233,2.0,297744.9,534236.4
292376,M416,mdnigezz,1.0,378778.6,379224.3,MIRAMAR,2U4GBNA0YmmERVeI80d-G0MN7h_xxMEtuqhcps91F3t1TM5ppV6cjRFJWSJvrdSQ,1849,fl3xxxo,2.0,378004.2,380107.7
298385,M416,SpookyeYT,1.0,321985.1,399801.1,MIRAMAR,2U4GBNA0YmmvKlgeMACc2EZ_NmEQyuhQ4bYtkyRnyejPWAgm15RQxw5qaOwrlxc6,1925,SlimBilly,2.0,324514.6,400014.2
304383,M416,LloH-me,1.0,634440.7,337910.7,MIRAMAR,2U4GBNA0YmnfJr1HAoDqfhAAKoFCbrdGwma5AApd2POmhh5tv1ZP6UzkTFghrfhi,1864,cieaL541,2.0,634894.1,335490.5
307332,Mini 14,leechkisses,1.0,579430.6,514044.1,MIRAMAR,2U4GBNA0Ymn-0PTYudokkPsuC2gnHfK-r47l_KiUu-uQHI4dAKguENYZzrZFY-yj,1796,GUOFEIYUNB,2.0,574594.1,507930.4
308182,M16A4,FFF18,1.0,268216.5,263864.6,MIRAMAR,2U4GBNA0YmnHkBU6fp2WP2U8ZxVZHMNY6Je0YKhXoOrKZmXRr9QkZfJsBa-VwH__,1862,liwojindian,2.0,270419.5,273236.5
309634,M16A4,eeseesee,1.0,357368.4,336942.3,MIRAMAR,2U4GBNA0YmmNXnymSAF_td8Iedmzyak1Njm_qsQs2tvvM4I4Ivm-Y95Qshlsr6pL,1764,specialforceslee,2.0,355523.4,340399.1
331986,M416,fudimoabc,1.0,521575.3,188851.1,MIRAMAR,2U4GBNA0YmmT3EtP46gvsruMhOqvJkwNpyvkX3g-zwD4S1J46itkqXSwwE8TxltZ,1811,Kushtarbek_005,2.0,514395.3,190715.6
332767,M416,SS_Tank052,1.0,553974.4,504697.2,MIRAMAR,2U4GBNA0YmlUKeejNbQlKWUBIfZKOzF7qsoq_S4oITtb3HB5TBdTAHdRRUq9-DbP,1809,Omisco,2.0,555521.8,508834.8
333134,Grenade,FUK01,1.0,496337.8,656418.7,MIRAMAR,2U4GBNA0YmnYjTgxdqBUGwl2EfeQ3BQZXob0FSh3-xKs5q8HW0gT4620kqahi6C0,1902,ShaoKeRTT,2.0,501921.8,654324.1
333523,M416,AryaArya,1.0,307539.2,398902.2,MIRAMAR,2U4GBNA0YmkK7yOyCvxwImfP7DHSFAg1Z2hHjCmc_CfHDdqe8a7M9sDud8rC65xT,1935,qq850718070QQ,2.0,305033.9,401906.2
335129,SCAR-L,Goodbai1,1.0,465608.9,364217.6,MIRAMAR,2U4GBNA0YmmUDEYyO4K6SBVBIHGSOlVlwpcVuNfES2WGMioYngm2qjqPf-3omzDj,1758,gfsfasfasdas,2.0,462012.9,362758.1
336276,M416,yishaohuinb,1.0,609596.1,501624.9,MIRAMAR,2U4GBNA0Ymkb8zCOCBnUXkai0xi2oCDA7Lsk2OGSiBB745LdZv5EC_OXRaMhfKzS,1966,MisaOnePint,2.0,608518.1,500460.8
340430,Mk14,mgaechter,1.0,605562.1,297828.1,MIRAMAR,2U4GBNA0YmlEph9R42Gxx3wYZPDu1aEqW1uMLq1nh0_7aooFxWq0oiS9ryDBmhrn,1845,ZHR1996,2.0,598253.4,290216.6
342810,M16A4,ghgdhj,1.0,242322.1,513619.3,MIRAMAR,2U4GBNA0Ymnl642wGiulkFXZvSSqhbOVb8IZW6_dZDeZBc_DrVVfkOo3_UFvvqri,1870,#unknown,2.0,248199.1,519064.6
345265,AWM,Ba1_Ge,1.0,420596.9,199996.2,MIRAMAR,2U4GBNA0YmkMNTYp7AZjg4jffDU0P2yttvcArPlo69JQCTvK3loAnV440_H7O2I6,1798,IDodoindo,2.0,426595.3,203361.8
347422,SCAR-L,Silent92Killer,1.0,629768.1,532439.0,MIRAMAR,2U4GBNA0Ymn5-ahyA2S63Lvqc5dIg1LL1ZlMcqRsmjLHYEkZWhn0PHhXS3HOjUxx,1886,TeamS0990,2.0,625326.8,534400.9
354339,SCAR-L,SunshineBoy_A,1.0,141336.3,493396.0,MIRAMAR,2U4GBNA0YmlB1UKsvjU6uuXK4bM69LU0qYxj9WLGYbPQ9pQUCu2z8Dwx415b2eOF,1873,SnipeDeclaredead,2.0,142559.8,495249.6
357287,Groza,Jasario,1.0,356863.2,352123.8,MIRAMAR,2U4GBNA0Ymk_7NGEejqvkE3WWImBI2VUy2pHyhvVAFDrICR_Ek9AWCP_XBg90dzE,1874,Killerhands,2.0,355847.7,351499.6
365458,M416,mzh1321000,1.0,535643.0,510028.5,MIRAMAR,2U4GBNA0YmmHs_IaV8U7DHHWtfdxtXEtjx2GPb7RRxorwlCo2pj5eoVIJ2xE_nPG,1920,XINJIABAN,2.0,536336.8,509391.9
366803,Mini 14,Jia-522,1.0,564521.5,554049.5,MIRAMAR,2U4GBNA0YmlIwX5Ua4X9TmTicFuWUSV-o_xVx5G1veiqxf3bKbi0RLNtiBFziPPM,1808,D3atZQI,2.0,556637.8,552006.4
367339,M416,Nice_GaO9,1.0,449374.4,375809.9,MIRAMAR,2U4GBNA0Ymnt_RJtBSvmXfScaNQ22Jq4TFBuW16stHcPjkSHyf8sWyFl-vItP-sQ,1965,111as1das1d,2.0,449779.7,377008.2
371237,AUG,Coolfoct,1.0,182298.0,234877.9,MIRAMAR,2U4GBNA0YmkDogX3OPzItlptxyUv8XzRYGqCSldtQln_d3KDcaOiPtuRjvUfblKB,1956,feifei520025,2.0,183184.1,231473.2
374524,Buggy,rectof,1.0,235656.8,340632.4,MIRAMAR,2U4GBNA0YmmTPNNke1sYZ3vy5ErL1iWK0IrDPaWclPvkK6lWi-3iZfCqsBfNipGI,1906,McNukty,2.0,235789.7,337340.2
375496,SCAR-L,muliang6666666,1.0,241097.6,414328.5,MIRAMAR,2U4GBNA0YmnTBQP2MsEmZ1BxathD3biucrA7lQIvJJx5Rp0zhp8r12KAOTbzS-FA,1891,S_T_Y_P_O,2.0,241425.5,414010.6
376342,SCAR-L,AKhouse,1.0,490634.2,301282.5,MIRAMAR,2U4GBNA0YmmRyDbLWAFDR96o19ap-RRVBlRnIHCZuMfQNTzN_2m9D7qk2dEK3oiU,1880,MuYiWei103,2.0,483938.7,307377.5
378895,M416,AgentsofOrange,1.0,327779.1,345002.3,MIRAMAR,2U4GBNA0YmkHJK_1_TmvCPjS_ZYYdNPF-v0AAkW-TXNwceDrA3i64eLHOGzBea92,1914,Suger5D,2.0,325381.5,344022.9
379242,SCAR-L,YangMei132190,1.0,602404.4,269847.0,MIRAMAR,2U4GBNA0YmmvfWI5Zx8dOKZ5TiNNESjBQ4W0rdV96NA_Soc6qwyGJS2o8thfgSR6,1819,Resented,2.0,605606.3,272156.5
381626,M416,VNsurvivor,1.0,371351.1,611038.4,MIRAMAR,2U4GBNA0YmlEv-AOKx57MpyUkPUUIbUwuSvMoSYt35BgtKC-jx3apVQiZQzbryj_,1848,xrwb123456000,2.0,367374.9,615384.2
384376,M416,LanacuScott,1.0,376214.6,187721.3,MIRAMAR,2U4GBNA0YmmBh9_4gLZOGOX4PKjWx5SzMNr6mcn_w0d3-2FJyKFOEDnr2eKrQghg,1822,KPq4444,2.0,373085.0,186203.0
386675,SCAR-L,pidehen1,1.0,569585.6,325781.6,MIRAMAR,2U4GBNA0Ymm6vehKq7c9DwbCRrvf0S8655wDQdUFH-8NB6d4ZfVIeE7kU_qpKtQj,1865,Tian_HTy,2.0,572692.4,324724.0
388933,M16A4,iGodAres,1.0,502025.5,567479.1,MIRAMAR,2U4GBNA0Ymn4OjneKUPXugiLVmO2QajqfW7Vkf_5V2tOsPKX64WV26bbNzoGzAcw,1995,AndyWP,2.0,502659.6,567980.0
389238,M416,EDGzzrll,1.0,276996.4,383625.2,MIRAMAR,2U4GBNA0YmmC66UKLC8DD4YOf6bBUsCcMMyXXtGxii3B7I6aQM4J5yeXOBbnMcs4,1887,xuechenglangzi,2.0,270771.0,379524.1
392964,SCAR-L,sh_jj8cm,1.0,304593.5,534183.6,MIRAMAR,2U4GBNA0YmlyXYXmrTpANqIKxxUUSndxrB5LHGoX0csyeSbOuxYZs5PO_V7GOm7r,1869,MYDANGLAO,2.0,304423.5,536847.3
395149,M16A4,hljgkhjgk,1.0,392859.5,392181.3,MIRAMAR,2U4GBNA0YmlBYGH91CxaamXZLqG7nnfm3CDlpn-cEoDAgUQ5E2KAbmeHTgiz4kPx,1837,chupengbo666,2.0,397724.7,395026.8
397422,SCAR-L,LXYYDNQ,1.0,556255.3,233825.6,MIRAMAR,2U4GBNA0Ymm4PJ_gai1dpSKGi4kJa1KqzicRgoFu6dRP3buzNHJjIh8omJRVL9Kj,1867,DangerMouse128,2.0,561275.3,243043.5
397513,M416,TiZi_2016,1.0,595996.3,508939.1,MIRAMAR,2U4GBNA0YmmSeOyC4ywOQ185AiGzM4qnTHN1t2Ecau94l6f9k1ZC4yahY1RrTqBV,1933,xSaKx,2.0,593481.9,508167.0
398071,SKS,kingaxehelm,1.0,366059.9,615451.3,MIRAMAR,2U4GBNA0Ymmo6WIt2r8Lf8atkuqb2wuqEVOgYCymq5r2S9zArpUv1CsedOEyYeNQ,1872,The-Jackal_2488,2.0,366255.9,617331.1
398533,SCAR-L,huangjianxing,1.0,333120.7,316211.2,MIRAMAR,2U4GBNA0YmmOzyitSrDIKsUeOo7Y1VsrXDoVAhamUY9auckfrB1b1_wJafbRdPEq,1833,fffffki,2.0,333742.1,318290.5
398733,SCAR-L,zhang20020713,1.0,379272.5,396225.4,MIRAMAR,2U4GBNA0YmlsVpXxqPEf3KvLS4yA5oiU2DcLFsz2CYLP62OzUSTvM4HtkEVKgFrj,1913,MorpheusBsb,2.0,383455.4,393014.2
400156,SCAR-L,LamZach,1.0,195658.5,341469.5,MIRAMAR,2U4GBNA0Ymnditl6-3pgrSY37krjCy_GXAakqGzd1-RRbxUUm-iDC3a01Keb857n,1900,Donutdude1388,2.0,198690.3,341537.6
402370,SCAR-L,xiaohuihui2222,1.0,219614.4,398893.9,MIRAMAR,2U4GBNA0Yml4Gyph3env2QVEuz-yK0vBGACvTny0B6tPOV6Zx_QtgVUnniPktLxK,1872,PandasTasteGood,2.0,217440.4,400798.5
404994,AWM,BinOTK,1.0,384759.8,231779.1,MIRAMAR,2U4GBNA0YmlFOok3fJ4fzXmhdYcm0WdEP1umCsE69WtqpYFn4Inp_c4BwIN4wz5y,1934,SAqiang,2.0,390741.9,226376.2
405389,M416,Pery9000,1.0,644252.1,316546.0,MIRAMAR,2U4GBNA0YmmqWCQZTC5W_mZVcKXu0Kee6naJQwsjZLiqDOKZTsvV-50L4nIcUzBY,1711,DDDDDDDing,2.0,648775.1,339602.9
409834,Mini 14,Mikopenguin,1.0,336272.9,580497.4,MIRAMAR,2U4GBNA0YmldzTR7L8MfXpUG409p61cCTehSHDIQRfRUXknng-Hz2_QA68PHVhwT,1818,slp5514202,2.0,336472.8,587274.9
409929,M416,Libido9527,1.0,625486.2,580764.0,MIRAMAR,2U4GBNA0Yml4UN26NB4McRODMxXUIQWUMfR4NmQSyfTSwDldO1oXQjItrwAJ4tFO,1879,xiaoyaogege777,2.0,627051.6,581234.4
411245,M416,caiyang98,1.0,561441.1,583568.4,MIRAMAR,2U4GBNA0YmlUSwVY7ZmSwVypjS1n9t8HtaY_1Dly_E4jsRccPMPMFu1NpHw__XOn,1846,CaiJingMan,2.0,560541.7,583398.9
415483,M416,American_Brass,1.0,436945.1,296322.8,MIRAMAR,2U4GBNA0YmnjrShBEpbTiwuK9RbvI_F9kyC2MAGjk7gFeblpRmpqShYpVbWEeyEg,1880,BobertMombobray,2.0,430632.7,295068.1
421948,M416,Xiaohuihui520xin,1.0,566235.0,551580.9,MIRAMAR,2U4GBNA0Ymny8sLgAkfbMoO5fbDOI8jvJuvi97SbRK2GCCBlTB9rN7hJ1WxtUfuf,1850,wanan987,2.0,570734.8,550964.1
423628,Groza,ArmandoIsLife,1.0,621793.9,512282.8,MIRAMAR,2U4GBNA0YmlSFpx0T6bm790rJepvbpN5BvyJA7M0J7DbnDeAnldwq1CCOkM0oYQQ,1886,DongYongming,2.0,618241.4,509117.3
425711,M416,DeduxV5,1.0,560612.6,631980.3,MIRAMAR,2U4GBNA0YmkVx3NuWKt3gJH5_eLlQgw2sShii64XTZCUpKcTpUWOnMO8mZ8yRza2,1997,m1lLie,2.0,559572.3,632796.7
428183,M416,China_Xiangyao,1.0,302208.5,164520.1,MIRAMAR,2U4GBNA0Ymknin-gYW6FjzsmTbM1GObHRjYOYQWsrLvHiuXFbENzFKu_U5kjIjSE,1887,#unknown,2.0,298991.7,168760.2
433208,Pickup Truck,DOU-HUYA-DOUDOU,1.0,418758.5,252174.7,MIRAMAR,2U4GBNA0Ymn8gfJQ-Yi6BgcITjloPELoirmzLXIiJYsqRhBe3ZWpFniPev_rOW-l,1774,Rusty_Skulgun,2.0,419562.7,247428.2
434832,M16A4,afheiufha,1.0,274944.0,347286.1,MIRAMAR,2U4GBNA0YmnBHz97FtoyxRXwZf0OYMeoGvT-D7KyOBWn8K0A8ga9szPtr80ICWAe,1826,DaRTOo,2.0,274109.5,345525.1
435111,Grenade,W-G-qun613884003,1.0,255074.9,519418.9,MIRAMAR,2U4GBNA0YmkraQpkGyIqgLKf0sFW2z1sedShJn3iAHNx2oprjcpr6kcUqI_nJ2Km,1864,blossomtrees,2.0,254402.8,520454.3
435641,Kar98k,CCTV-66666,1.0,425129.6,206562.6,MIRAMAR,2U4GBNA0Ymn9RWdQeoYImYA3RQhgQKdDSLSA2ekwwV-bCaskSYVAi6kiQl9aPcSI,1758,merpington,2.0,414797.2,215128.2
442915,SCAR-L,GoldMedalALan,1.0,173899.2,347983.1,MIRAMAR,2U4GBNA0Ymkr4ARPgOF5JVwqpjKeKZjQUH1_wYHG7-jC1NosUUJvOIhOs7cGCDAl,1890,#unknown,2.0,174544.6,346870.5
445803,AKM,LAOZHOU-GOD,1.0,672732.4,570711.3,MIRAMAR,2U4GBNA0Ymmb7WEPJDhHsx7iIyqlcAt4m3FXkv9NHGdYkL_5V-qUiK4PQOy-T5jP,1969,MildreDDD,2.0,671846.4,568184.1
447804,SCAR-L,HobbitLoc9000,1.0,303639.9,252980.8,MIRAMAR,2U4GBNA0YmmvtuKhwrPUk9HyF5u6WpBZGueXpDMmgA7oyEjI4pKkUBmhvyG636st,1871,Yagami_Curry,2.0,305118.4,261820.2
450159,AUG,Lee778,1.0,402824.8,155260.0,MIRAMAR,2U4GBNA0YmkDXyk9TO-yjGm9U87DHw1JVH7ekwaPrJ3PGYswi_XXpHrd-YaGQS-c,1886,Simdestru,2.0,399967.9,156069.3
451315,SCAR-L,tylerdeep,1.0,401937.1,316641.5,MIRAMAR,2U4GBNA0Ymkgod8YaUZsNYKZa2ZHTPuVVdqLRN1141RjRt7vYKCJP-Ty7Gd8tLu5,1930,Ho1yuuul,2.0,403565.2,316857.1
453160,AKM,3595143,1.0,297274.7,521318.9,MIRAMAR,2U4GBNA0YmmhJUL7pPlRHjWpiuR4Hy-EXnWIY-utox7RmOmmByZfL0X-nvBdkK2Z,1963,MifaKinbalzitch,2.0,295322.5,519058.3
456452,M16A4,PirateGOGO,1.0,284241.2,498017.3,MIRAMAR,2U4GBNA0YmlJbwftv2bTA_Kt_UVHSRCg0Wu2mONkXldkUZAMs8qth66jv6GINfGg,1799,Baosoul,2.0,285387.6,498137.4
458375,SCAR-L,MattyD808,1.0,453396.0,284836.8,MIRAMAR,2U4GBNA0YmmZiFsvCWHUSkz-u1A4W-zotYZ_nh_6XIZU3OkmsTK8_J-GTzJB3gWc,1991,sos-SS,2.0,452649.0,287695.7
458634,Kar98k,NUANBAOER,1.0,461968.5,397687.2,MIRAMAR,2U4GBNA0YmlS5CO05xfq9yYK1YoF8k5Wu9ONx-JDLlKLvBZPk_59q51F0DdB83OH,1833,kuyefengfei,2.0,448596.3,390497.9
460281,SCAR-L,Enceladus88,1.0,292403.2,394420.2,MIRAMAR,2U4GBNA0YmnNYkbyO3TQgs_WgJjxcbRii3005DGr-WQ9E_btMjmmXo7nV4LiYH31,2034,Marlon-A,2.0,293904.9,394505.1
460620,SCAR-L,Tupac_Batman,1.0,437279.4,661549.6,MIRAMAR,2U4GBNA0YmllkGoW_a3DJCNXwajXI-z1EPlL5pdPOruOKXwXYbKvXyw8HQnL8yL5,1981,FIATF,2.0,434749.3,661597.8
461219,SCAR-L,TesservcT,1.0,525156.6,450529.2,MIRAMAR,2U4GBNA0Yml3f-S0vkVNSs-lY8jJ_Cny9fQxitSByL0Ah6ysGUfXtxQCvlAbE7qq,1807,dong-006,2.0,528291.0,450919.0
462820,SCAR-L,dwdseb,1.0,242978.5,335333.7,MIRAMAR,2U4GBNA0YmkH17k6bR9xhLpcKsMYibNeoyHDidojQ5IVTuBU28a1xWHJzim9nH1X,1871,Fei-Long,2.0,234571.0,334558.2
463882,M416,MotherFuG,1.0,236063.4,456084.2,MIRAMAR,2U4GBNA0YmnVYH8o9YooPuD3Z7PLtCAN7IJWaM6W7udqsHNdFEkUsn-OW2sB8bLB,1886,MufffnMan,2.0,234899.0,455616.6
465006,Mini 14,0716_zhou,1.0,244701.7,405286.8,MIRAMAR,2U4GBNA0YmnYfmPDbHS5hQeQ07MujMy6VOSDPNJctD41gJTE_0YzFfSqLznlvxvy,1803,kasimay,2.0,243736.0,404112.7
465074,M416,#unknown,1.0,354475.5,576846.4,MIRAMAR,2U4GBNA0Yml4Nn_ib4RmESBXsk7CHfsswKeLj_juaesIMNAM7u7zkNmdio9gbkT7,1766,Shuai__Ge,2.0,363864.4,576517.4
467037,AWM,JohnSunSe7ven,1.0,525870.6,484220.3,MIRAMAR,2U4GBNA0Ymk_DErM_CILutEiOWViKIBLWIUv5pbXHxsowSQXg23e1CtboknxHw6i,1871,Yyangzqn,2.0,525050.6,479650.1
467871,SCAR-L,Rihed,1.0,415291.8,535953.1,MIRAMAR,2U4GBNA0YmnYn9tPrKUVESXtM2E3m_5SMjJW0m0ARRDKs5puNxNcBpT9CjnBe8Mf,1890,xjenns,2.0,419392.3,531909.9
468445,SCAR-L,sakaaaa,1.0,424214.8,342832.8,MIRAMAR,2U4GBNA0YmnJ96I623omvOpRkawGNcXPi2YsXVkIElJvP5cz60OThHzZnNEBfv6Y,1942,ABigSquirrel,2.0,426063.2,339667.3
470899,M416,hiTails,1.0,176817.6,351405.9,MIRAMAR,2U4GBNA0YmlxQrjF9_MFB9Jps8FfgpBXc8fHlEivCwivanhjjNZwzliwTvlGiYjz,2174,Lurnak,2.0,176707.3,349361.8
478197,SCAR-L,NeighborOldWong,1.0,509924.1,262200.4,MIRAMAR,2U4GBNA0YmnuCCHHd5OVHyZYmrmqxbs1tfzoenpavC9Q7jPlTj5S9QyDDZbqOC_9,1804,HotnSoupy,2.0,509085.4,260758.1
479258,SCAR-L,jason-999,1.0,607612.9,498382.4,MIRAMAR,2U4GBNA0Ymmws3TgqjcF_FC2-TfQUC3GBdA0C35twIIB6jbNvMd4Rd5Tw6yP9JHx,1919,jingxueshuai,2.0,605533.4,492299.1
480159,AKM,Wolfcatt,1.0,554819.1,401663.8,MIRAMAR,2U4GBNA0YmkbRdwa-hsW9gMGNhVRmAr44nKGQeyo1b_6S1ziVxIaDXxVJceYiI3G,1942,Khataur,2.0,556968.8,404778.1
482696,SCAR-L,Dzhffdsfsfs,1.0,176530.9,380711.6,MIRAMAR,2U4GBNA0YmmZLC1ZcQ0VzXTK_m5KpYJ71T623d62s10UCO5mowqGc50woRcZWKK7,1867,CHENHUI-199,2.0,176021.6,375760.7
483531,M16A4,tanyueqi,1.0,206262.9,199235.3,MIRAMAR,2U4GBNA0YmlQsWUB15oqH2myNSQS6Qh2aTn1Pusn5IV8nUKZKCsMm__wEnHecADe,1795,Do_You_Believe,2.0,207246.7,200527.5
485051,M416,NENSC,1.0,532345.1,679080.8,MIRAMAR,2U4GBNA0YmkZzD594kupaBb56itM3c-10wcYlH0UVsRUCb90i-PzGhN7k-Tw3lMS,1884,NotSoAnon,2.0,532372.1,680367.4
487381,M416,As_XiaoLeiGe,1.0,287402.5,589149.6,MIRAMAR,2U4GBNA0YmmJnmXc4jIiuoT-CM-zrNfuBUSR1_fUUprKaeuX3X8VQpAGGz-x5u9A,1834,DxDelers,2.0,288841.9,596862.4
490871,Kar98k,domstone,1.0,581716.8,357080.8,MIRAMAR,2U4GBNA0YmlfsA7DqpTyxSvL0k340pLf0j1l8ljU6T5lVX_t7--wsAepjIxIjABu,1772,Muzzleflare,2.0,580395.0,340684.4
493135,Groza,ChainJC,1.0,399671.5,174445.9,MIRAMAR,2U4GBNA0Ymlakt9tmZ-JRGHgrzTmxl4hvFaESoaA4QdR6UXFH6lmH6QEvo8M7hLI,1908,Alexhai335,2.0,397716.4,175412.2
495213,M416,douyuTVgege,1.0,303222.5,326780.1,MIRAMAR,2U4GBNA0Yml0foJjEFOW-ImBtnuMJFEQBgXsF3d4Y6XUr1vFjbt4m0nw6FLu1TZQ,1843,ConnerFoReal,2.0,305587.3,328668.1
498169,SCAR-L,playercumknown,1.0,470330.2,401460.9,MIRAMAR,2U4GBNA0YmlQR5CirlQ8-sxfvEXue7h-9XQtDSg86zlXbRzmunZzIuFeHVlh7gzI,1892,Infandous,2.0,471111.6,400440.0
498973,Kar98k,an_MAYU,1.0,259088.3,305624.5,MIRAMAR,2U4GBNA0YmkBNrRfdShasZkYKRrhteNDSgMvQNPZyUIEdd-GH-Ey7Yuf9f_y_jRf,1795,zhongjiangfeiji,2.0,251042.6,302689.8
502720,SCAR-L,FewsErr,1.0,491046.8,229444.6,MIRAMAR,2U4GBNA0YmkJ4cX-pskv9yXSADdyY3SJdL55ps6NdlyG3tX8uD4qMnv6UWmcfYzh,1940,E_Clips,2.0,490743.1,225895.5
504241,M16A4,Lostdoniz,1.0,374749.6,250990.1,MIRAMAR,2U4GBNA0Ymmqsb57aQUwI4nlKDbeqequqL_T_uOiJupfFANn7HtSE5gh5vz3FFrL,1745,Make174rus,2.0,371459.8,252298.5
504942,SCAR-L,Mession-100,1.0,606042.4,445662.1,MIRAMAR,2U4GBNA0Ymlf6mdgxF5Qr3TTdStHnlBsdjDJGNrHgsH3GVopov_sCgoAuptA4BPS,1759,lzs9527,2.0,613375.2,455999.9
506450,Mk14,Draft_7,1.0,618510.8,267493.2,MIRAMAR,2U4GBNA0YmnbY0o5cbFCkLQxcFMWQTahPYfuzeUxEoliK0HZkcXuIl4mu70ich8B,1829,TsuDoNihm,2.0,619301.9,277440.8
506763,SCAR-L,SuperBoy_Sun,1.0,664174.0,362418.2,MIRAMAR,2U4GBNA0YmlVlO-HfcwxLngOgLw35lFxIAbXPS7Pa3sKvDA385xtwq9De_ozm1BR,1942,WESTHETRUTH561,2.0,665182.6,361365.9
